Condition,Independent_Variable,Dependent.variable,Participant ID
high_proteins,35.34202203,26.98532034,338
high_proteins,41.67885082,24.79967082,332
high_proteins,25.55837952,36.48428147,99
high_proteins,38.25625247,33.53994477,833
high_proteins,50.33922118,34.46371264,309
high_proteins,47.92007761,30.00499395,170
high_proteins,36.66187602,33.55489346,899
high_proteins,33.3547592,28.51081249,559
high_proteins,37.97011999,13.35051518,463
high_proteins,33.40711288,35.50651263,219
high_proteins,34.94243427,17.68937849,156
high_proteins,44.01542801,25.44359551,553
high_proteins,44.44781642,17.29569814,195
high_proteins,52.03491021,26.25946134,911
high_proteins,51.5818392,31.1568643,995
high_proteins,51.67151099,18.72928513,843
high_proteins,55.06120354,28.72540049,679
high_proteins,62.40331236,29.23547061,467
high_proteins,57.42880085,33.21745169,468
high_proteins,64.18095283,34.78064426,767
high_proteins,64.37449808,29.76354001,8
high_proteins,72.92085749,27.85653252,754
high_proteins,63.53618033,36.13415244,32
high_proteins,80.61901488,68.17905753,527
high_proteins,81.54145229,79.29484812,126
high_proteins,75.93182957,78.30583023,446
high_proteins,75.96010646,83.18628207,935
high_proteins,54.10982126,91.33859747,541
high_proteins,48.51369873,79.35831784,34
high_proteins,47.91146519,85.64052165,295
high_proteins,54.57808082,87.92698044,227
high_proteins,60.05475742,81.92082888,244
high_proteins,67.63295658,93.52762698,820
high_proteins,58.69848269,72.76834952,540
high_proteins,51.82799062,81.5477524,959
high_proteins,56.66017226,80.23394981,471
high_proteins,51.44109141,79.82702075,106
high_proteins,47.5855373,85.96452938,890
high_proteins,26.99148697,66.05353845,326
high_proteins,26.10554514,72.7906275,545
high_proteins,38.00364144,68.47334225,284
high_proteins,73.00091209,84.08439983,139
high_proteins,64.96500258,100.1235807,95
high_proteins,68.5587732,89.10182915,120
high_proteins,79.86773597,83.86131618,130
high_proteins,75.21893914,73.49310223,127
high_proteins,79.25606683,86.44453705,722
high_proteins,66.48915161,79.8933379,178
high_proteins,80.32187732,82.52365749,621
high_proteins,77.3393757,85.71369471,535
high_proteins,85.90121381,72.86917768,756
high_proteins,87.689112,75.43151761,489
high_proteins,79.13441952,70.43022441,857
high_proteins,79.79882003,69.54870931,270
high_proteins,83.95899097,77.63964868,163
high_proteins,93.1137716,35.95709387,979
high_proteins,101.026355,39.36175227,295
high_proteins,96.42116183,32.47566807,760
high_proteins,98.16114256,39.56254183,942
high_proteins,97.16145758,24.0380445,461
high_proteins,101.486155,23.7300203,432
high_proteins,60.29562973,24.86103931,751
high_proteins,63.59141976,28.56857541,55
high_proteins,64.52134043,29.26318657,585
high_proteins,67.57602136,28.22020735,726
high_proteins,57.88107985,24.75752083,730
high_proteins,58.60405306,10.27252944,461
high_proteins,72.60457543,29.4044112,133
high_proteins,69.34272666,21.72856809,126
high_proteins,69.30283977,21.07856293,159
high_proteins,56.13355325,18.9913257,703
high_proteins,55.87535522,27.84289777,841
high_proteins,58.40571846,13.9319319,257
high_proteins,55.46205702,16.77494808,29
high_proteins,56.06851658,22.60911334,21
high_proteins,63.73695446,24.39369071,364
high_proteins,51.03778799,21.142063,691
high_proteins,47.80756064,24.87018612,941
high_proteins,34.18894318,15.49964036,528
high_proteins,50.38174549,23.56886939,339
high_proteins,52.43270721,21.16898905,256
high_proteins,55.54323459,29.55808111,566
high_proteins,55.08752154,22.9643468,951
high_proteins,47.64496589,14.5745153,825
high_proteins,49.5319608,13.26827087,508
high_proteins,35.15237687,30.26591339,757
high_proteins,55.66045067,20.23523935,749
high_proteins,63.76973942,18.58448441,406
high_proteins,57.68119365,19.8357741,978
high_proteins,56.1063366,19.0564404,793
high_proteins,70.69210242,18.94625215,126
high_proteins,64.67164872,28.75744939,970
high_proteins,75.19277095,22.00378365,474
high_proteins,73.84857091,17.68064605,361
high_proteins,75.09247948,23.30601944,819
high_proteins,90.11587201,19.2300612,778
high_proteins,63.79834629,12.50817966,976
high_proteins,68.59057017,24.42313808,71
high_proteins,69.52515058,26.00514091,330
high_proteins,39.08266602,25.0810177,687
high_proteins,37.95158031,30.82982862,252
high_proteins,89.67048811,32.58654077,980
high_proteins,54.38201418,84.47089809,14
high_proteins,53.01260975,86.77775359,927
high_proteins,40.73870053,89.11923379,771
energy_drink,54.11493048,91.57523064,798
energy_drink,45.72124838,92.6513495,506
energy_drink,56.20723874,87.82355806,947
energy_drink,49.79797051,81.85564889,519
energy_drink,52.87796551,86.71535075,380
energy_drink,52.08268397,87.38930288,963
energy_drink,22.76620212,84.50969314,359
energy_drink,27.30001304,84.99658044,323
energy_drink,21.90298478,81.15882329,949
energy_drink,29.5580274,82.45898869,242
energy_drink,26.34451061,85.89113276,15
energy_drink,26.86275259,47.7826016,316
energy_drink,28.87526061,47.52143933,744
energy_drink,33.52639261,51.81915116,356
energy_drink,31.41145646,50.75061749,460
energy_drink,22.13918975,49.98537585,879
energy_drink,29.67391868,62.33865181,459
energy_drink,25.1903445,48.98271144,694
energy_drink,54.68003579,56.57697545,937
energy_drink,60.15115551,54.41090312,621
energy_drink,51.87448738,48.69398849,600
energy_drink,53.45455763,46.96987225,984
energy_drink,54.68903709,52.06780648,204
energy_drink,50.71387091,48.10771834,560
energy_drink,53.0945784,51.73227653,145
energy_drink,55.75266376,52.4561048,315
energy_drink,51.64037582,79.9823985,636
energy_drink,56.82402748,87.46929081,983
energy_drink,52.33995124,55.19994961,925
energy_drink,58.68316233,47.54808386,214
energy_drink,53.04748362,47.15418905,905
energy_drink,46.78515411,49.17538993,619
energy_drink,54.12475229,47.90252152,1000
energy_drink,56.18600834,49.12642409,214
energy_drink,56.02637431,57.06869541,499
energy_drink,56.40153439,15.76195473,114
energy_drink,56.18396868,21.94090194,807
energy_drink,20.85208143,22.16708459,850
energy_drink,28.55506641,14.9900592,558
energy_drink,33.09812236,47.83130547,842
energy_drink,31.25195855,52.34535795,601
energy_drink,30.64314482,55.87782706,503
energy_drink,57.49171373,56.88128006,478
energy_drink,28.30421671,48.62824345,210
energy_drink,26.28129802,15.05871771,487
energy_drink,24.78052804,13.77268061,744
energy_drink,27.74814776,20.20704955,911
energy_drink,21.96295837,24.55043702,33
energy_drink,49.38996956,15.66600064,876
energy_drink,54.48618091,15.83450338,875
energy_drink,45.37444633,12.15501666,46
energy_drink,53.41960134,16.57654036,166
energy_drink,51.2737373,15.8835034,537
energy_drink,63.12182144,54.9373013,541
energy_drink,46.10756682,51.74439714,636
energy_drink,54.39079927,47.12359396,665
energy_drink,55.84423559,47.64140955,249
energy_drink,77.48939624,55.74202713,770
energy_drink,78.40610437,64.68492942,335
energy_drink,79.83955365,59.06314616,180
energy_drink,75.1346235,52.67181705,827
energy_drink,79.4407322,42.64087428,284
energy_drink,86.23219085,58.49322613,261
energy_drink,75.20538547,87.42346694,381
energy_drink,55.97569789,81.19610184,993
energy_drink,48.95769216,78.67239209,158
energy_drink,42.73310028,76.25281906,425
energy_drink,56.83019488,85.95697886,132
energy_drink,56.57180245,85.92969339,16
energy_drink,49.26152588,81.49139448,485
energy_drink,48.9720909,86.09888462,478
energy_drink,55.19400379,86.5122865,293
energy_drink,55.55458277,84.5907147,214
energy_drink,51.8785896,83.99804146,204
energy_drink,61.41577412,82.83668513,393
energy_drink,32.25911331,51.83870845,480
energy_drink,29.88689224,51.82151485,245
energy_drink,24.3572126,58.3656004,384
energy_drink,50.69362111,93.62511936,103
energy_drink,51.13916943,95.36623901,601
energy_drink,80.05825528,89.51765209,507
energy_drink,76.09810757,81.7190272,321
energy_drink,78.40033703,79.79524698,316
energy_drink,81.64761438,84.98369122,522
energy_drink,77.31381556,78.07780541,867
energy_drink,72.37305355,82.61560744,434
energy_drink,71.54644412,88.34820044,938
energy_drink,71.91378787,84.98242023,929
energy_drink,72.88812985,84.23406046,424
energy_drink,78.7940135,60.02188096,496
energy_drink,70.46366393,53.31520777,994
energy_drink,84.39842044,53.67032068,350
energy_drink,70.56086264,52.56771716,290
energy_drink,85.25107521,46.85208843,333
energy_drink,86.68156615,58.64030484,149
energy_drink,77.77263828,54.24712156,33
energy_drink,89.00977993,52.66784441,111
energy_drink,82.24530576,17.00261754,334
energy_drink,59.54846154,50.45787104,925
energy_drink,55.2490933,50.12968998,660
energy_drink,52.65663484,19.84539613,288
energy_drink,78.79475905,22.90436957,815
energy_drink,76.38172479,18.09046711,486
energy_drink,86.95558984,15.08548691,696
energy_drink,82.21626342,19.92641738,953
energy_drink,78.56076411,9.266330993,147
energy_drink,78.76305824,19.51101611,589
energy_drink,66.55899915,23.87105028,859
energy_drink,81.73950042,20.3834601,826
energy_drink,56.86091865,22.12170827,485
energy_drink,53.63172913,17.69629776,846
energy_drink,58.09165402,13.53706461,593
energy_drink,55.56461563,14.43369204,739
energy_drink,63.42190328,17.91076369,341
energy_drink,58.41489352,20.25172021,605
energy_drink,55.03154486,16.94786812,379
energy_drink,59.84642769,20.12204348,410
energy_drink,44.42087041,14.59726254,436
energy_drink,54.73983792,19.30047414,921
energy_drink,51.7766834,23.08013313,753
energy_drink,53.44461212,10.78865631,46
energy_drink,57.02707494,25.03778817,493
energy_drink,45.89694862,19.86427624,122
energy_drink,52.51852821,22.96406517,483
energy_drink,55.73210596,17.81691357,737
energy_drink,62.34774779,19.07144829,692
energy_drink,53.12534343,27.87733999,640
energy_drink,49.61427069,16.66760536,745
energy_drink,78.21646978,11.71141248,530
energy_drink,83.67126191,15.803709,1000
energy_drink,76.06734742,17.93541307,927
energy_drink,78.20716269,14.87942589,957
energy_drink,79.47178259,13.22570392,974
energy_drink,79.92207817,18.23577958,36
energy_drink,80.86385924,17.00767155,136
energy_drink,86.86506877,9.328228064,859
energy_drink,54.36979666,21.0283196,928
energy_drink,53.74454523,15.86789874,412
energy_drink,80.27652612,52.3701443,746
energy_drink,47.74811478,86.12828539,796
energy_drink,53.71466719,81.45829638,853
energy_drink,55.83935937,82.97013906,593
coffee,58.82872602,82.46992952,155
coffee,48.85024341,78.04384948,212
coffee,50.66498948,82.99163105,847
coffee,53.33205928,72.73464915,308
coffee,48.16732787,83.68208512,975
coffee,51.00673133,82.72183704,222
coffee,46.40708689,85.57609685,154
coffee,50.3264993,72.20085323,800
coffee,49.99389521,76.15863312,938
coffee,39.40465006,69.06713003,600
coffee,31.69102214,69.64651406,692
coffee,35.80510205,71.55006544,110
coffee,35.00751759,59.52522867,562
coffee,26.65948697,66.28553566,89
coffee,20.96344136,59.76005106,264
coffee,28.5147347,62.43846601,807
coffee,28.80410885,65.72840613,325
coffee,28.30061209,66.81032972,527
coffee,33.18092725,62.72085306,833
coffee,24.49902296,71.03252196,829
coffee,49.85156927,74.60727999,703
coffee,46.32374325,81.90196392,838
coffee,51.71235322,80.45152151,742
coffee,67.92068644,84.38955478,719
coffee,72.22700542,74.68475381,761
coffee,64.26043629,85.18144264,113
coffee,63.88951511,77.96289705,378
coffee,57.60061467,74.63905169,624
coffee,62.55437008,81.38325114,454
coffee,59.51408685,74.75889281,62
coffee,50.43112483,16.10393386,944
coffee,43.2967002,17.73597943,171
coffee,37.03485051,23.22365757,688
coffee,25.82174884,24.00825405,542
coffee,35.28895826,22.74272143,122
coffee,42.20844952,22.43769422,709
coffee,33.81748144,28.18919395,948
coffee,37.49376918,19.95272568,14
coffee,34.67429202,23.26933547,17
coffee,11.82758815,52.74748223,29
coffee,25.54737911,31.64641215,306
coffee,21.1476052,45.99055708,268
coffee,32.13388752,61.32530156,732
coffee,30.85769857,39.74059712,555
coffee,30.14287759,29.08024254,867
coffee,37.72295661,15.73929871,325
coffee,29.68966246,34.66841804,918
coffee,40.5223455,24.21527594,890
coffee,37.86440044,17.1448873,252
coffee,48.58693501,10.35390832,595
coffee,48.99916053,21.04116922,11
coffee,55.66006238,14.32039868,738
coffee,58.48059565,12.15467472,378
coffee,58.72493666,15.67768768,366
coffee,62.20741808,19.27982616,487
coffee,88.10008693,32.92134611,851
coffee,73.43614737,26.61816882,185
coffee,88.35298913,63.34353465,53
coffee,90.14924831,55.03330396,452
coffee,88.88441705,42.54212573,657
coffee,75.83946507,63.83517079,483
coffee,78.2516272,77.58791599,190
coffee,73.91869716,72.06834658,531
coffee,60.84834934,80.17000943,276
coffee,50.08744264,78.09018059,733
coffee,54.73637793,82.37282436,345
coffee,60.61777888,90.60844194,422
coffee,56.27925066,81.9847124,926
coffee,46.58879727,76.27485358,731
coffee,51.82102707,86.52233271,121
coffee,53.8466481,76.09263437,728
coffee,54.18535227,78.08443175,442
coffee,60.03849655,77.45424814,865
coffee,60.57046899,80.66281112,97
coffee,43.33544841,84.37473623,982
coffee,40.6302054,82.86756525,189
coffee,31.82308694,74.46403381,65
coffee,36.90700394,80.44153559,97
coffee,52.5151791,87.36844307,710
coffee,60.45239266,73.53168287,786
coffee,68.53707263,75.9859416,443
coffee,54.81546729,82.11821439,329
coffee,53.09340511,82.84217631,462
coffee,61.0259949,76.95421396,83
coffee,77.74653235,82.03878122,533
coffee,63.31951032,79.6966825,383
coffee,65.64116391,69.80101061,578
coffee,56.71294242,82.04042275,805
coffee,76.76943457,71.55652451,63
coffee,94.64151115,68.95350292,337
coffee,78.64020924,65.21628941,593
coffee,81.89156305,52.44936,853
coffee,82.88591949,53.98866771,669
coffee,90.91462651,53.0530452,488
coffee,92.17098144,48.6066086,308
coffee,81.48437311,45.12725787,893
coffee,91.63712131,43.61854465,845
coffee,88.79066745,40.07875787,496
coffee,78.49743467,22.82315,301
coffee,75.47473512,22.69935895,653
coffee,61.35508013,14.82865053,52
coffee,75.74558097,28.74461534,500
coffee,61.63184691,14.83608449,927
coffee,64.81090384,17.68669158,816
coffee,74.30792028,26.27427641,489
coffee,68.28986139,28.87766393,322
coffee,54.02109361,9.603733549,582
coffee,70.00946666,30.74205364,665
coffee,70.09822932,27.93224047,426
coffee,72.44074172,21.05498907,598
coffee,65.84341003,21.78262458,383
coffee,59.21751801,18.70848754,152
coffee,60.4479707,20.68371497,635
coffee,46.60194195,21.51415368,859
coffee,55.96026927,20.8481819,170
coffee,42.62637958,28.66655219,314
coffee,58.73272972,24.45996595,409
coffee,57.31038614,22.70223743,779
coffee,66.65413485,31.14878388,275
coffee,55.22833562,16.22764442,912
coffee,55.23706703,13.84691026,341
coffee,52.35367867,8.035573584,406
coffee,53.40355478,15.76846571,389
coffee,45.63811268,18.15050277,557
coffee,59.00237874,19.37934125,226
coffee,70.37725528,18.65809024,407
coffee,63.34263923,24.26252772,136
coffee,63.59667053,14.53068957,805
coffee,62.1886015,8.600511273,58
coffee,66.8800801,16.00627245,737
coffee,66.71190173,17.97888188,124
coffee,64.49847658,23.67171401,974
coffee,71.48025147,23.10917891,792
coffee,58.58184393,10.83639072,853
coffee,62.24821402,26.39728438,706
coffee,66.51656966,6.967992958,111
coffee,57.43777511,19.2277389,68
coffee,39.60725833,14.79220855,781
coffee,87.31678513,64.03786926,607
coffee,57.40878709,84.34522113,834
coffee,57.24703604,91.1743749,826
coffee,56.18475313,79.49623127,779
sleep_deprivation,57.57465654,81.9431564,849
sleep_deprivation,56.65076431,87.15052345,717
sleep_deprivation,54.78359846,91.38896867,864
sleep_deprivation,52.6164838,96.72309732,467
sleep_deprivation,41.01266718,88.78612154,509
sleep_deprivation,35.80026705,93.3477542,871
sleep_deprivation,40.55241099,79.99214331,588
sleep_deprivation,45.90499106,83.2580955,311
sleep_deprivation,35.61592163,77.62505534,805
sleep_deprivation,26.27702839,76.07292022,486
sleep_deprivation,27.66253184,70.51092347,166
sleep_deprivation,29.16418358,65.62925278,896
sleep_deprivation,22.41815321,60.06604969,796
sleep_deprivation,31.79923422,68.45399359,71
sleep_deprivation,19.27292778,63.10707147,222
sleep_deprivation,32.46217542,39.95380474,896
sleep_deprivation,39.95173344,49.39604295,639
sleep_deprivation,44.99664168,55.24293797,979
sleep_deprivation,42.13017973,65.61157898,880
sleep_deprivation,41.94845088,46.19012795,908
sleep_deprivation,42.05540345,67.81557654,494
sleep_deprivation,48.58145308,69.89933411,976
sleep_deprivation,48.38743344,63.53928537,475
sleep_deprivation,72.42944172,69.61313476,904
sleep_deprivation,65.95373214,69.73215039,691
sleep_deprivation,57.5238649,70.66145209,981
sleep_deprivation,59.30280782,70.33930051,166
sleep_deprivation,52.53193948,61.24177269,276
sleep_deprivation,58.8621187,66.10268359,926
sleep_deprivation,62.68421966,71.35627714,224
sleep_deprivation,38.40306513,42.79191406,623
sleep_deprivation,42.22117353,39.86210719,988
sleep_deprivation,48.65745341,38.11547897,925
sleep_deprivation,48.04576596,37.74792786,790
sleep_deprivation,42.31847535,34.39277486,785
sleep_deprivation,54.85598946,32.09977477,282
sleep_deprivation,44.41233963,37.94571935,761
sleep_deprivation,48.70790702,37.09318738,738
sleep_deprivation,37.23225068,32.10296814,179
sleep_deprivation,37.86009894,40.39806991,456
sleep_deprivation,42.04022649,53.79306944,731
sleep_deprivation,43.32267854,42.68575052,346
sleep_deprivation,43.52877258,44.7291477,428
sleep_deprivation,31.21624469,53.47733157,383
sleep_deprivation,17.28976751,37.94341953,798
sleep_deprivation,24.9944599,27.0685872,573
sleep_deprivation,28.87076352,19.66959856,651
sleep_deprivation,35.78691372,16.62176229,913
sleep_deprivation,57.46482853,32.01855049,227
sleep_deprivation,55.20442999,34.60145512,494
sleep_deprivation,59.44980146,35.29961102,734
sleep_deprivation,44.67779792,40.16220494,877
sleep_deprivation,51.91781689,30.98058935,37
sleep_deprivation,75.30018936,30.76552227,34
sleep_deprivation,55.54342571,34.85269374,856
sleep_deprivation,62.18367794,34.32273729,822
sleep_deprivation,80.25725155,49.86679641,420
sleep_deprivation,79.17046433,51.26205089,832
sleep_deprivation,70.1436325,51.08882877,170
sleep_deprivation,62.97007366,37.56830762,243
sleep_deprivation,72.73383424,53.36688135,581
sleep_deprivation,64.3675458,70.37379445,880
sleep_deprivation,68.91617332,64.69133682,911
sleep_deprivation,71.10060801,58.44878576,484
sleep_deprivation,40.72168219,89.20779673,31
sleep_deprivation,49.15571509,86.44521923,799
sleep_deprivation,58.59032969,88.00892461,61
sleep_deprivation,43.51724322,86.684855,773
sleep_deprivation,59.91410493,85.43493888,707
sleep_deprivation,50.90995715,79.42103614,311
sleep_deprivation,56.078179,92.14186165,454
sleep_deprivation,56.27427086,82.92429939,374
sleep_deprivation,47.81079847,86.70761521,441
sleep_deprivation,56.66090348,89.74873283,140
sleep_deprivation,49.46047521,89.40329123,943
sleep_deprivation,43.24345573,53.49082073,772
sleep_deprivation,32.84293061,71.41417466,737
sleep_deprivation,25.90527731,62.8675794,241
sleep_deprivation,72.98940046,95.27882,355
sleep_deprivation,67.29673115,80.12615483,754
sleep_deprivation,52.01264579,82.57191092,648
sleep_deprivation,68.74416152,87.85762387,586
sleep_deprivation,63.93788139,82.95428511,896
sleep_deprivation,62.32671876,90.70929993,66
sleep_deprivation,71.70298062,84.301853,175
sleep_deprivation,70.5287509,86.72115591,175
sleep_deprivation,74.25399688,89.18972261,698
sleep_deprivation,74.19307194,88.29307494,59
sleep_deprivation,82.0141903,70.48218467,155
sleep_deprivation,80.72029372,77.07878268,659
sleep_deprivation,91.08089101,65.94571517,135
sleep_deprivation,95.43700101,70.91400058,434
sleep_deprivation,96.24325202,56.66631909,301
sleep_deprivation,95.36809354,52.75117538,974
sleep_deprivation,94.13082212,45.8779756,174
sleep_deprivation,99.02868602,50.13935052,351
sleep_deprivation,94.06538445,30.11514482,845
sleep_deprivation,85.99081307,20.65025443,975
sleep_deprivation,56.8652117,32.98481111,919
sleep_deprivation,70.31458061,30.95489606,980
sleep_deprivation,54.13242482,36.1494015,420
sleep_deprivation,61.51800545,32.8613068,560
sleep_deprivation,58.49330072,31.29767994,200
sleep_deprivation,70.83133824,36.14786323,2
sleep_deprivation,81.73028061,27.78470172,906
sleep_deprivation,78.68903658,18.34377178,734
sleep_deprivation,69.3180194,15.20145424,874
sleep_deprivation,68.96889716,8.266669614,132
sleep_deprivation,65.22631751,8.989360939,131
sleep_deprivation,55.43716122,9.999439829,762
sleep_deprivation,56.82688925,11.12156241,124
sleep_deprivation,52.81010752,9.718510413,213
sleep_deprivation,51.76356347,7.077211838,899
sleep_deprivation,41.78868003,16.35448463,522
sleep_deprivation,62.89439259,9.929996191,776
sleep_deprivation,55.02096042,16.26145539,953
sleep_deprivation,60.90557516,16.60196208,333
sleep_deprivation,49.63094541,12.4419112,403
sleep_deprivation,57.76094369,6.314765537,846
sleep_deprivation,52.37844543,8.951593792,423
sleep_deprivation,67.94434483,15.83138857,844
sleep_deprivation,64.77300101,4.695353828,887
sleep_deprivation,40.48528396,16.67457955,466
sleep_deprivation,35.56191165,16.09533654,992
sleep_deprivation,49.02315868,16.93433548,421
sleep_deprivation,50.86888503,26.47057093,345
sleep_deprivation,49.91523117,6.788405992,936
sleep_deprivation,50.610907,11.31228272,216
sleep_deprivation,69.65476784,23.98558472,111
sleep_deprivation,67.30727964,11.11169013,553
sleep_deprivation,64.00728249,12.85205185,970
sleep_deprivation,59.11592614,8.838966806,925
sleep_deprivation,77.66993932,16.07200195,99
sleep_deprivation,70.02313938,20.13733382,311
sleep_deprivation,69.47632923,15.11901301,386
sleep_deprivation,73.0403465,27.30528005,70
sleep_deprivation,33.64080399,11.88736344,662
sleep_deprivation,51.08708839,34.12568091,23
sleep_deprivation,96.70233702,48.17051422,183
sleep_deprivation,63.81121593,78.71439574,285
sleep_deprivation,43.35775726,86.37453195,174
sleep_deprivation,48.86885011,81.02400674,981
blueberry_extract,48.48692381,102.9815165,848
blueberry_extract,48.87474678,95.61416306,422
blueberry_extract,43.48256767,97.08753406,319
blueberry_extract,50.06976926,99.08378831,604
blueberry_extract,50.74048448,104.5175772,348
blueberry_extract,47.40949907,91.70916898,848
blueberry_extract,30.73727487,77.90278053,488
blueberry_extract,33.83552641,85.01553805,718
blueberry_extract,30.38888969,75.0961834,651
blueberry_extract,25.93174406,75.16486031,496
blueberry_extract,18.21240829,71.64486818,739
blueberry_extract,22.68795603,53.97080963,322
blueberry_extract,21.92036256,61.11178608,899
blueberry_extract,31.83582824,42.79632896,836
blueberry_extract,31.23116987,59.79992774,999
blueberry_extract,27.59520655,62.14991873,517
blueberry_extract,40.94098586,56.13744718,384
blueberry_extract,37.72182646,75.92173734,392
blueberry_extract,41.75683211,44.52543658,17
blueberry_extract,55.08616825,49.61066495,634
blueberry_extract,50.77440379,46.09836769,460
blueberry_extract,60.12818965,58.56549602,336
blueberry_extract,46.64367336,53.02305663,927
blueberry_extract,61.20560765,67.83800872,257
blueberry_extract,62.38815595,56.09239353,715
blueberry_extract,68.19778485,67.78497602,688
blueberry_extract,65.00864207,57.69603448,646
blueberry_extract,59.8908711,63.68069464,275
blueberry_extract,56.16942281,49.84795756,509
blueberry_extract,57.67188398,52.06044928,962
blueberry_extract,52.66137614,43.02953831,179
blueberry_extract,38.93877736,60.71741802,790
blueberry_extract,45.57718011,40.23054348,589
blueberry_extract,59.52274785,51.65460712,117
blueberry_extract,35.29504956,36.3239216,120
blueberry_extract,34.35913378,32.49631873,415
blueberry_extract,36.3731233,35.8727085,709
blueberry_extract,42.43335787,38.35421104,553
blueberry_extract,28.60347128,38.62711458,612
blueberry_extract,41.36130575,30.26163467,554
blueberry_extract,51.37397219,46.79902529,559
blueberry_extract,47.06883497,50.988564,111
blueberry_extract,44.90016561,53.57286171,751
blueberry_extract,22.83086417,32.25898686,31
blueberry_extract,31.76087109,30.66692074,655
blueberry_extract,34.77112295,25.05594464,509
blueberry_extract,38.51790554,36.82571798,568
blueberry_extract,34.9869774,34.6817128,548
blueberry_extract,57.88893768,25.57364565,447
blueberry_extract,55.6110863,25.56921211,316
blueberry_extract,58.04469848,27.43287331,385
blueberry_extract,64.90184162,20.33158281,157
blueberry_extract,66.55669591,46.7386961,258
blueberry_extract,66.95607148,33.67870104,788
blueberry_extract,69.29567642,42.67453056,913
blueberry_extract,52.20100843,46.96230149,413
blueberry_extract,54.04547876,55.62588636,181
blueberry_extract,61.25524029,38.94162247,463
blueberry_extract,57.42889955,34.01564968,348
blueberry_extract,76.05984688,49.60706755,588
blueberry_extract,89.43289735,56.03848069,899
blueberry_extract,62.58844493,59.68119541,127
blueberry_extract,66.60891511,59.48037831,914
blueberry_extract,79.2528817,72.60007709,216
blueberry_extract,43.09450411,74.10411809,138
blueberry_extract,58.15387506,80.32718297,820
blueberry_extract,60.75697453,76.13143663,411
blueberry_extract,64.97462274,83.12987032,401
blueberry_extract,63.07666875,85.88059327,53
blueberry_extract,50.67768997,78.16746103,463
blueberry_extract,66.10261257,90.19228343,642
blueberry_extract,54.93548769,82.08356058,736
blueberry_extract,52.89926756,79.91589444,793
blueberry_extract,50.34720881,83.6673368,985
blueberry_extract,45.39698021,76.88634228,83
blueberry_extract,33.10118296,70.75063497,598
blueberry_extract,35.2318559,61.30010613,953
blueberry_extract,42.32901392,62.05452129,627
blueberry_extract,56.07123957,103.0070353,353
blueberry_extract,65.73551865,104.8326825,32
blueberry_extract,58.22547329,90.43692325,279
blueberry_extract,64.07458365,92.98550974,420
blueberry_extract,74.69748763,95.98309245,333
blueberry_extract,83.22014552,88.90698098,681
blueberry_extract,79.49567466,77.81362025,735
blueberry_extract,77.68447413,73.12179707,720
blueberry_extract,73.2661865,78.49116451,802
blueberry_extract,75.53265471,68.72646155,648
blueberry_extract,80.1328698,74.28247927,773
blueberry_extract,74.5116961,51.1205546,469
blueberry_extract,78.69504652,55.98732679,144
blueberry_extract,80.06381118,56.74255043,527
blueberry_extract,101.5343878,48.01271753,217
blueberry_extract,89.3589202,48.17242693,804
blueberry_extract,88.63308491,37.71109305,467
blueberry_extract,84.53768228,40.35443819,299
blueberry_extract,97.70217906,42.28732083,218
blueberry_extract,103.7547301,51.11969383,833
blueberry_extract,45.81859143,46.57745851,523
blueberry_extract,75.42434215,37.96804627,264
blueberry_extract,73.66498132,37.99903962,260
blueberry_extract,61.76460612,34.07476731,751
blueberry_extract,68.81514834,34.02596309,592
blueberry_extract,68.15236729,19.70808232,795
blueberry_extract,70.22400464,18.93564416,327
blueberry_extract,66.95014328,14.06742381,668
blueberry_extract,61.05571534,10.83208265,290
blueberry_extract,69.60132393,16.36120527,727
blueberry_extract,72.78555937,29.74107961,643
blueberry_extract,79.26782499,16.13485703,63
blueberry_extract,71.26235214,24.84571801,34
blueberry_extract,54.51945543,20.00142991,429
blueberry_extract,57.48313935,29.13676408,527
blueberry_extract,55.21649673,18.53016857,449
blueberry_extract,35.43723531,3.638058273,551
blueberry_extract,42.35786152,21.03111582,648
blueberry_extract,45.96715445,14.78780835,36
blueberry_extract,46.7001824,17.85869511,234
blueberry_extract,52.96280756,3.584711556,30
blueberry_extract,69.85471075,8.799379721,559
blueberry_extract,50.45166519,26.9209971,61
blueberry_extract,45.88326263,20.66665621,85
blueberry_extract,41.09755142,3.639060817,522
blueberry_extract,62.02580005,8.395824128,813
blueberry_extract,67.24608074,15.93304552,140
blueberry_extract,63.82502148,8.785505373,127
blueberry_extract,67.53168289,10.2541025,895
blueberry_extract,67.15050443,23.86268923,444
blueberry_extract,56.08865025,5.304369643,69
blueberry_extract,68.56347779,15.17115966,469
blueberry_extract,52.74649704,15.7163334,400
blueberry_extract,69.38228454,27.40179287,270
blueberry_extract,64.67295623,22.66576615,268
blueberry_extract,66.48311227,22.19247341,784
blueberry_extract,49.13495883,4.668724869,309
blueberry_extract,60.27862039,14.05282272,6
blueberry_extract,33.19202523,32.7438448,96
blueberry_extract,34.46797783,36.89043083,23
blueberry_extract,83.11785286,42.3370938,626
blueberry_extract,56.26811969,98.99585735,209
blueberry_extract,45.882698,94.48532054,458
blueberry_extract,41.79759677,94.97323282,275
peptides,53.06504549,93.38522964,509
peptides,63.81551203,92.9781759,225
peptides,51.68066475,92.5746597,873
peptides,36.70515039,102.9477876,592
peptides,39.01419296,94.91345447,951
