id,gender,age,educational_achievement,working_memory,cognitive_control
8923,other,37,8.63228716,2.032511897,1.402434679
8936,male,23,9.112303232,2.828421128,1.694471023
9604,male,26,6.528616001,0.487047998,1.123187091
6737,female,25,6.096685337,0.437299115,0.932853619
3500,male,39,3.26593229,-1.452660553,-1.011581739
8723,female,37,7.235983018,1.313871224,1.014443857
5927,female,29,5.430870821,-0.370542626,0.041625026
9229,male,51,3.653626435,-0.154159153,-1.008167094
7551,male,36,6.001705334,-0.432492524,0.809813654
5033,male,28,7.069976526,0.141608431,1.461383645
3182,female,46,4.687513109,-0.69677388,-0.823141707
4562,male,19,7.762971896,0.509727951,1.34201069
7499,other,29,6.62715516,0.43579284,0.102915967
6030,female,18,6.503083259,0.237340067,1.254756731
7279,male,20,3.87940416,-0.341072378,-0.79403913
4661,male,48,3.731436549,-1.245606678,-0.792971404
4864,female,20,6.669153666,1.103233006,1.001140684
2021,female,23,1.906449772,-1.406050826,-2.34896312
8837,male,26,6.052175704,-0.073271847,0.984199833
3085,female,41,6.129220495,0.086887346,1.295410417
3410,female,50,3.945884555,-0.982391885,-1.122264002
3601,female,40,5.458896587,0.013745288,-0.08793546
7339,male,29,6.576118121,0.602036348,1.113133738
6536,other,27,7.483778426,1.623973515,0.708279811
2948,female,32,5.951395447,0.091110441,0.39860368
2888,male,33,3.419365528,-1.046696305,-1.559024381
2621,male,43,4.125207504,-1.577516488,-0.851524947
7879,female,45,5.675376166,-0.149266137,-0.455959529
5172,male,32,5.766431842,0.637828798,0.143891175
2671,other,52,4.480342452,-1.420220312,-0.536926321
7533,female,23,6.06104319,-0.232058938,0.723477661
8604,male,50,6.5973806,0.240438536,0.484698639
9401,female,24,7.119104601,0.908402562,1.106448691
4685,male,38,6.297703726,0.485478998,0.795003682
2463,other,42,6.034909564,1.547827773,-0.358083597
3529,male,40,4.907244609,0.297781961,-0.783167926
4347,male,22,6.673773115,1.096434233,1.074598391
6788,male,44,5.959498472,-0.187135678,1.060344787
5856,male,48,3.656586553,-0.46767317,-0.64046597
4122,female,41,4.439645579,-0.98647386,0.822410455
4423,female,25,4.721026538,-1.132949989,-0.386194069
5074,other,23,5.174063649,-0.999640832,0.926969032
6163,female,19,8.346812786,2.067220536,1.861287075
3898,female,23,5.303838825,0.160897501,-0.675679229
6144,female,39,5.220200653,0.091217624,0.092106026
3638,male,42,4.253269068,-0.722474478,-0.676212186
2050,female,26,6.489791156,-0.050846269,0.472609813
3552,female,48,2.481084514,-1.325661693,-2.266659231
8330,female,50,6.091661131,0.550252861,-0.211027952
4919,female,42,4.067486082,-1.588359368,-1.002785191
7155,female,35,3.793862135,-1.045333752,-1.203011449
5422,female,40,4.863247462,-0.944050431,0.237735391
8132,female,48,5.133417863,-1.018011825,0.598618695
2887,female,29,4.275441221,-1.03948906,-1.211351641
2477,female,35,4.608767465,-0.509936579,-0.951853706
5005,male,39,6.00319031,1.034485764,-0.056635107
8267,male,21,4.390978726,-0.568773899,0.183463499
4552,female,41,6.610148393,0.826913054,0.883478524
5603,male,21,7.231542516,0.877983563,1.311673489
9486,male,31,4.89906702,-0.613279767,-0.749642176
7493,female,42,6.464082579,1.09026072,0.644601005
8782,other,25,6.605571741,0.526548641,1.567685752
6036,female,43,5.593800625,-0.059328408,-0.50504441
7998,male,29,5.950124755,0.622666745,0.979695304
5439,male,52,6.366890048,0.450286294,0.174843132
3194,female,18,6.80887246,0.052601975,1.090586513
6556,female,48,5.010756233,-0.729275406,0.906089936
5802,other,24,5.726654806,-0.87641092,0.236631952
8119,male,53,3.021486165,-1.658986052,-1.41645227
9367,female,19,4.920061014,0.640153617,-0.557553816
7493,male,33,7.48526288,1.980114573,0.484162825
5047,male,37,5.933602846,0.987520277,0.600206329
5076,female,28,5.912583307,0.45921909,1.443306274
6940,other,42,4.668526201,0.224432638,-0.862497158
6185,female,49,4.474455757,-0.614623121,-0.406597762
1614,female,26,7.917044351,1.3440727,1.646641422
5669,female,29,8.398540767,0.4777207,2.807808877
7773,other,24,7.344600622,1.214004054,1.563358166
4248,female,32,4.775953754,-0.877565073,-0.401918788
9781,female,51,5.803950134,-0.435139172,1.101578327
7816,male,31,4.809987589,-0.107016617,-0.703427094
8899,male,20,8.516795896,2.17865204,1.06799044
6016,other,25,6.302224718,0.916688515,0.507033965
4172,male,29,7.63185832,0.853981925,2.564332167
6103,female,22,4.693580185,-0.386250228,-1.131495578
8159,male,40,4.744233812,-0.43823355,-0.424585925
8999,male,42,4.715195748,-0.759294364,0.807280646
7222,male,49,3.431418422,-0.746485973,-1.054446286
4534,male,23,8.798780364,2.077742987,1.81639651
1939,male,36,5.442785319,-0.37711808,0.278074489
8488,other,36,7.234995181,0.790926053,1.09121081
3884,other,46,4.368451577,-0.008394617,-0.176246637
8481,female,29,5.85846913,-0.683243481,-0.494843609
6774,female,46,2.732554495,-1.512894897,-1.400438539
2384,female,29,3.97780885,-1.109566201,-1.2237402
3747,female,50,5.561134789,0.218802312,-0.139910907
8318,male,49,4.675492845,-0.761909991,-0.021655224
7463,male,45,3.858939361,-0.927192994,-0.979700606
8652,female,26,6.706464001,1.602272858,0.581381418
8408,female,25,5.916681,0.163639597,0.860809221
4768,female,23,6.454678216,0.307195491,0.657018
2227,other,26,5.04608491,0.501106593,-0.176645591
2011,female,47,5.051044519,-0.317260561,-0.781707831
4731,female,22,5.532276722,0.633276329,0.142697637
8817,female,46,5.435441594,-0.230423755,-0.067883033
5465,female,48,3.865752228,-0.420530396,-0.848940948
6054,female,41,4.575052035,-0.746216228,0.09555669
8960,female,31,4.667491618,0.231492735,-0.589715431
7599,female,47,5.538099928,1.161609196,-0.019606537
2540,female,25,6.042507498,-0.8095677,1.022661916
5716,female,20,5.713132686,0.740565012,-0.487694391
5653,male,49,5.764722147,0.244580755,-0.531755137
9692,male,33,5.608929953,0.202072238,0.392219508
2677,male,51,4.496551288,-0.277387684,-1.088845968
3189,male,43,5.074255775,0.257413614,-0.734910608
8698,male,51,4.753074745,0.811403556,-1.085384369
2565,female,48,6.596176522,-0.022107753,2.165242352
1583,female,26,6.754423509,0.961990784,1.268545303
8647,male,44,3.691366281,-1.325599149,-0.414569886
4868,female,32,6.305431329,0.167134598,1.061237635
3386,female,30,4.026312862,-1.353592173,0.181322021
8022,female,35,5.380089608,-1.112944966,1.117430615
8508,male,26,6.627920861,1.219713138,0.297690672
2473,male,31,5.589813947,0.986512294,0.148208931
4379,male,19,8.75129082,1.555553561,2.976506858
4473,male,50,4.566780416,-1.132348775,0.211236388
8890,female,28,6.514822137,1.237015096,0.351628249
2994,other,41,4.698164888,0.356678802,-0.828258052
7044,other,29,6.994704441,0.551569989,0.862799889
5482,female,43,4.869100691,-1.262056106,0.157817405
4853,other,22,5.408993566,0.405319126,-0.367420687
2479,male,28,4.577712931,-0.508624972,-0.384838849
1621,female,18,3.927562479,-1.549749324,-0.448787686
7639,female,53,3.599222168,-0.979507263,-0.368160025
5735,male,40,4.127376255,-0.219639274,-1.607134694
6098,female,36,4.586048839,-1.134527464,-0.566834295
8612,male,51,4.166722251,-0.931290593,-0.860511579
7953,male,30,6.372012381,0.247843142,0.286407924
3678,female,28,8.355294614,2.073179086,1.380095329
8302,female,35,4.876576285,-0.350071608,-0.906940552
8960,female,39,7.38807799,1.366183114,1.157388808
8773,female,34,3.986291881,-1.229544834,-0.31635297
2757,male,45,6.612044121,0.743865126,0.196549505
3514,male,36,3.694857914,-1.086151832,-1.231617227
6157,male,23,3.11175292,-1.486307134,-0.613384116
7461,female,46,3.68108575,-2.04584873,-0.271596397
4162,female,47,4.446483278,-1.201242456,-0.858040773
3696,male,41,6.738240419,0.785752496,0.435733998
6578,male,30,7.104299845,-0.102934052,2.563320386
6380,male,53,4.982735012,-1.060999067,0.067265314
7684,male,49,4.617024977,-0.38655302,-0.276265018
8095,male,18,3.812971599,-1.472770766,-0.629804945
7739,male,52,5.776750877,1.595222322,-1.34569454
1852,male,31,4.174951915,-1.449347296,-0.255217983
5784,female,49,5.953922735,0.805413772,0.619546967
1445,male,33,5.007364496,-1.006497181,0.457182929
7964,female,33,5.108796862,0.720796158,-0.518257895
1502,female,50,5.208282965,0.453069735,-0.523216281
2054,female,39,6.896596575,-0.158475042,1.572353895
3648,female,50,4.816745819,-0.088839819,-0.964308969
9329,female,47,6.621927377,2.011051207,-0.776701794
2907,female,46,3.844106094,-1.323007909,-0.032946314
6563,female,46,4.823070943,-0.540060514,-1.008636935
7705,female,49,4.54308845,-1.471031775,0.322381705
6626,female,46,6.245749946,0.822572755,-0.117147681
6027,male,23,5.951046439,0.193259203,-0.27637469
5306,male,31,7.781961101,2.93710847,1.047077896
7778,male,39,5.629905798,-0.071610489,0.852520977
7349,female,27,5.64740831,-9.60E-04,1.493112794
4746,male,19,6.646604024,0.027301638,0.662090916
8976,male,39,5.395845508,-0.802088417,0.777108458
7401,male,33,4.515066017,0.574217307,-1.433170301
8959,male,44,5.563733204,0.296455448,-0.533246128
2062,female,41,5.716703779,0.210686838,-0.361452377
2071,male,38,4.621102897,0.005548921,-1.121840665
2704,female,31,5.675106272,0.813052842,0.509060127
7308,male,52,5.612662154,-0.287038431,-0.491986902
8109,male,24,5.761067237,-1.071025108,1.443729896
4587,male,24,5.331306458,-0.740297041,0.032278532
1791,female,43,6.35527955,1.731452223,-0.73802122
7153,female,28,4.879973952,0.021743401,-0.019764475
5229,female,18,6.78825691,0.86306345,1.86444511
4993,male,48,4.357641382,-1.694304179,-0.108667363
4657,male,39,6.5483812,-0.312554074,0.312205846
7485,male,41,4.203624863,-1.477858211,-0.701874349
6749,male,27,6.511075117,0.124804191,-0.571426034
8189,female,24,3.602235052,-0.961854126,-1.269891727
3926,female,22,5.664261397,0.461194176,-0.09477664
2498,female,36,4.737424762,-1.398211314,-0.475557493
5000,male,41,2.907861365,-1.557448454,-1.486882419
7944,male,41,4.800134715,-1.43090892,0.762947397
2579,male,38,3.130695078,-0.957081265,-1.127986558
5997,female,35,5.7685188,0.442728739,-0.249485544
5236,female,28,5.776233856,-0.655524081,0.137570106
4005,male,44,3.909075456,0.257458981,-1.1556275
5441,female,20,6.884718617,-0.037966406,0.686777961
3499,female,37,4.738349678,-1.224763511,0.559590996
7569,female,44,3.973699,-1.350617402,-0.373789189
4548,female,44,5.773508304,0.017801435,0.648283767
8296,other,22,7.261910119,0.423594356,2.383228902
4438,other,35,4.871423208,-0.280692447,0.583183407
6889,female,49,6.939373307,0.711267498,0.016334914
2521,other,52,5.16922751,-0.270128824,-0.543760679
3449,female,22,5.107823271,0.038012439,-0.120347177
8119,female,34,6.652244551,1.482900353,-0.321944282
4784,female,37,3.816826562,-0.533584405,-0.536715312
3395,female,39,5.343856681,-0.440689923,0.475187169
1775,female,24,4.255439738,-0.358063622,-0.609178693
3175,male,31,5.335849077,0.809557055,-1.061490614
2896,female,29,4.118508056,-0.780236054,-0.684125669
2926,female,27,7.02996251,0.967887507,-0.077959328
8013,other,33,3.669654124,-1.762600604,-0.66691422
3407,male,32,6.483396749,0.834056715,0.200107003
6107,female,21,7.467726065,1.469482255,0.887004021
7122,female,21,4.999208309,-0.233845532,0.123972964
1376,male,51,2.501866349,-1.35719486,-1.298506111
9376,male,31,7.613857077,1.192393281,1.339368756
9487,female,30,6.256879367,0.280286189,-0.062135604
4260,female,50,5.676755057,-0.118170955,0.152487259
5730,male,46,4.711820342,-0.889270476,-0.458403953
2423,female,30,4.702632773,-0.691234045,-0.061623578
7954,other,24,5.953702003,0.502458363,0.383520038
8524,female,47,7.42177858,0.313551465,1.12596193
3726,female,52,6.464320941,0.571304087,-0.191173566
9773,female,22,5.91880717,-0.202578187,1.065573304
1538,female,22,7.673190706,0.878911565,0.959338382
9298,other,33,5.281170299,0.361704053,-0.591353665
8735,other,43,4.004717933,-0.731826386,-0.709075643
8819,female,49,4.627571692,-0.667137065,-1.273990872
7417,female,19,5.395221635,0.403432574,-0.334352624
3989,male,35,5.544331194,0.160339034,-0.608855992
6078,other,26,7.78191324,1.423372256,0.835630717
1387,female,41,5.17759793,-0.458152619,-0.089392577
8895,female,21,5.797941342,0.548918674,0.633664958
7722,other,40,5.567857778,0.092175539,-0.793396285
9859,male,48,3.866329695,-0.45929805,-1.241154629
8005,female,52,4.124788553,-0.382511341,-1.016232525
1384,female,19,6.314908336,1.071607984,1.342503507
4084,other,45,5.177646809,-0.387907645,0.544833583
5923,female,25,3.503320397,-0.929122744,-0.841676312
5766,male,44,6.246341641,1.66218891,0.829736476
1712,male,33,7.008541323,1.403740505,0.807745438
7393,male,40,6.163443867,1.492841381,0.034534348
4659,female,41,3.8092996,0.309305786,-1.173971626
3891,female,32,6.55957767,1.593853122,0.282503213
1449,other,18,8.248878936,1.750359755,2.296488934
2988,other,26,5.058000483,-0.574846972,-0.082454377
2748,male,31,5.063744323,-0.67009234,-0.107275318
3946,female,31,5.741631024,0.019780467,-0.244392143
8174,male,35,5.086924304,-0.571546084,0.01106403
8942,female,23,7.133343837,1.120501781,1.143196718
5055,female,19,6.013962648,0.185642612,0.964114244
6084,male,52,4.303079173,-0.038838817,-1.375282543
9553,female,44,4.712653572,-0.012661525,0.209646769
3950,other,36,5.251289732,0.190076276,-1.043612311
5871,male,50,3.686503668,-1.211995275,-1.243528388
8001,female,41,4.930320317,-0.415271494,0.113388097
4858,male,26,7.063439995,0.947666397,1.47245349
4875,female,27,6.494496498,0.451506536,1.292434919
9798,female,46,4.824457697,0.6889239,-1.465412414
1682,female,41,5.829831463,-0.169367291,-0.007114638
7999,male,30,5.772885765,0.669921037,0.844815698
8094,other,21,6.622081694,0.793893701,0.440979838
5293,male,19,5.969620698,0.265001149,0.74990186
2680,female,28,4.757992457,-1.187341073,-1.237990895
4252,other,19,5.902038019,1.20177661,0.123940265
5189,male,28,6.866391343,0.847340686,1.288962759
3986,female,29,4.985081086,0.034126744,0.970516609
2894,female,23,5.516216113,-0.119801026,0.982955192
3621,female,21,6.372545134,-0.670762238,1.523688712
5048,female,27,6.398568161,0.151256273,0.745404169
7405,male,21,7.180630245,1.486348173,0.622767495
2491,other,51,3.048135418,-2.323550007,-1.165751976
8662,female,26,7.14724685,1.340292926,0.307962013
1549,male,42,4.689688779,-0.559090624,-1.166804958
7122,male,36,6.402327034,-0.582976161,1.385511146
2542,male,38,7.634050152,1.039556366,1.334005018
1924,male,26,6.862554027,1.7072732,0.424897718
1365,female,22,7.271857441,1.600271395,1.219333637
5374,male,44,6.208792486,0.560198185,-0.026341907
5156,female,21,8.64363947,2.902440991,1.948262969
7968,other,26,5.411043549,0.174896225,-0.079944131
1394,female,18,3.817217645,-1.985400741,-1.080485659
5405,female,23,5.746300778,0.766811973,1.031750425
3570,male,49,6.064896131,1.347247214,-0.429534366
5984,female,45,4.032098935,-0.579409218,-1.612539394
5714,female,26,4.893308778,-0.468538917,-0.748456158
1488,male,35,4.873992016,-0.003604427,-0.684869076
3188,male,25,4.905834374,0.071720297,-0.075819366
1399,female,24,6.031379278,0.601331563,0.44769115
6637,female,34,4.268705975,-0.359504856,-0.814147943
7014,female,51,2.712856905,-2.069420693,-1.726487374
8476,female,43,3.813216568,-0.778811237,-0.70665448
9459,female,51,3.915245582,-0.056902013,-0.655737643
5186,female,50,4.939822858,-0.530723721,0.557411575
7141,female,36,7.034080082,1.59645456,1.395166394
2865,male,30,5.197838548,0.007550623,-0.739750223
7354,female,43,2.88541582,-1.348294448,-0.897230717
7850,male,43,5.907530646,0.609851114,0.417348908
9815,female,24,4.751811139,0.455576294,-1.176799993
9113,other,22,7.20422916,1.628016195,0.538418754
5783,female,47,5.323868298,-0.077893566,-1.174888137
8233,female,27,6.781062835,1.314878507,1.003905634
6186,male,25,6.493891555,-0.129540883,1.978351739
3502,male,48,4.331077371,0.084222242,-0.756120072
5339,male,45,4.936807253,-0.3592392,-1.446129814
7764,female,33,7.717813276,1.943238559,0.031215837
9261,female,44,5.572409668,0.470921316,-0.961202215
8319,male,53,3.488243962,-1.723958878,-0.867653465
6351,female,47,3.639396997,-1.007360957,-0.938631509
5277,other,46,7.108593224,2.244198662,0.638365903
8417,male,46,6.12096251,0.19195628,0.586163095
3630,female,45,7.247752986,0.954017252,0.045150722
1437,male,27,6.064689568,1.258368736,-0.645707216
4325,female,50,4.368046082,-0.729566166,-0.661754613
2810,male,33,4.10447781,-0.427292772,-0.232470039
6404,female,41,5.887708819,0.604033322,-0.049636241
2573,female,50,2.900097374,-0.461913332,-2.415170834
6664,female,49,3.847155059,-1.331074843,-0.061426024
1758,female,25,7.37215509,0.269414526,1.544180575
1763,female,34,4.688990313,-0.44027597,0.035445922
9411,male,51,3.047285334,-1.810921862,-1.005626216
5132,male,18,7.568381589,0.31007344,1.602271373
2792,male,45,4.654928304,-0.836576244,-0.411979988
9342,female,25,3.435304227,-1.557046383,-1.431023692
5959,female,20,6.309207536,-0.638349259,1.686130387
6405,female,33,7.885985237,1.572083865,1.196536217
7645,female,26,5.510603633,-0.601522466,1.077508185
8415,female,32,5.01676342,0.505593825,-0.445694938
8674,other,51,7.702548077,2.218767534,0.288728466
5029,female,49,4.368515841,-1.517463291,-0.537557829
1820,female,38,3.457049416,-1.052541645,-1.397540242
6314,male,49,4.673999652,-0.991352972,-0.147719625
7409,other,33,6.75889859,0.672202179,1.114312176
6936,female,34,6.604179714,0.522384293,1.441432656
5330,female,47,6.470651403,0.161268015,0.488272202
8499,female,49,4.579575758,-0.327326837,-0.96649513
7864,male,31,6.005588351,-0.441771957,0.761235495
2173,other,48,3.169212415,-1.304413007,-0.586899461
9731,male,21,7.659046398,0.930106369,1.742339097
4928,other,36,3.277584806,-1.143131399,-0.594789873
3145,male,39,6.008686432,0.641187899,0.985975098
9066,other,23,4.767882592,-0.083726119,-0.067292468
7700,male,53,3.103468613,-0.792135562,-1.693155928
7815,female,42,6.370114585,0.073976859,1.847536796
9140,male,22,6.943170515,1.635899949,0.378509935
6928,male,41,6.100180217,0.534286933,0.025078778
9501,male,51,6.343061371,0.586675991,0.682518358
5797,female,19,3.822232588,-1.09839171,-0.189187352
4196,female,39,6.524662264,1.401087374,0.379505272
4831,male,52,5.166981755,0.856399269,-0.758071689
9542,other,47,4.544425971,-0.548859255,-0.380415836
7635,female,31,3.946691989,-0.571868992,0.377294845
7185,female,21,6.676563898,1.472048674,0.325298975
8307,female,48,4.619142819,-0.421393955,0.287848757
5249,male,28,4.693810888,-0.474100361,-1.245839928
2586,female,32,7.436537746,1.538498935,1.68161738
4297,female,38,6.548462693,0.10975536,1.168887041
8301,other,46,4.328326674,-1.267057946,-0.184922186
6109,male,38,4.595958619,-0.51366243,4.80E-04
7974,female,51,3.583831248,-1.926268984,-0.420088072
6890,female,28,5.239525734,0.062278023,-0.01147176
4641,female,32,5.538332658,0.565733289,-0.365109584
5303,female,37,3.785309554,-1.346595291,-0.247203719
7275,female,46,4.701774295,-0.490851722,0.074374687
1763,female,45,3.254572043,-2.21862032,-0.391781348
5080,female,40,2.702662595,-1.55762959,-0.673547282
4729,female,30,3.445582508,-0.896992454,-0.443016243
3740,male,43,5.960490207,0.127795511,0.198705825
5123,female,37,4.882486872,-0.138952467,-0.760024559
2664,male,48,7.641770524,1.243329756,1.362766186
3085,female,20,7.150254176,1.201005267,0.759947197
4230,male,48,5.481002593,0.104820492,-0.185110323
9032,female,22,5.087985114,-1.446035289,0.318314121
9191,male,52,6.043284936,0.440830852,0.163132789
7457,other,31,5.955935681,1.420930729,-0.048085183
5158,female,40,7.311110475,1.291227656,-0.355189291
3056,other,21,7.016506655,0.512636167,1.690320599
3225,female,42,3.111335788,-1.712284761,-1.824270547
5533,male,38,5.173983091,-0.027148704,0.107218247
5857,female,23,5.049505633,-0.950230724,0.277470093
2238,male,31,3.683365856,-0.115706464,-1.911763413
8612,other,49,5.584839361,1.10902037,-1.175213427
1499,female,42,6.245845531,1.740002486,-0.584543736
5692,male,19,5.479621308,0.392911975,-0.391709171
3150,female,32,4.198909583,-0.808252291,0.251261241
3345,other,45,4.21369643,-1.32891063,-1.077845896
1832,female,37,4.59060625,-1.428177967,0.812669699
2811,female,42,2.270097126,0.231139668,-2.776553577
8955,male,22,6.678041141,1.237998192,0.597118539
6112,female,19,4.647325216,-0.257112876,-1.142629254
7703,female,42,5.712081961,0.664975085,-0.845901071
5808,female,43,4.112871076,-0.63850593,-1.002594199
8176,female,52,5.463218145,-0.081524053,0.92828813
6591,female,22,2.777762563,-0.441355124,-1.721720867
5682,other,42,6.417579881,0.603388257,0.388105105
5718,female,47,5.001700552,0.047140999,-0.102677181
9508,female,43,6.788728789,1.137125424,0.034437767
4404,female,28,4.928744142,0.240073233,-0.672314581
1711,female,24,5.322180246,0.432980987,-0.742685226
6363,female,48,6.268607575,-0.090892152,0.686292903
2526,female,28,5.705454242,0.03898903,-0.553272868
2122,female,38,5.441947182,0.568978168,0.948879014
3467,female,23,6.302962297,-1.185942269,1.444768213
5736,male,40,3.773251774,-0.286668042,-1.077514837
3679,female,25,6.114227792,0.807758307,-0.576141676
5400,female,50,4.112596712,-0.226672989,-0.625532292
9237,male,42,3.656487593,-1.905445389,-0.936733845
4424,male,39,5.787174828,0.30416474,0.047975896
2091,female,22,7.068454596,1.136678832,0.666062078
4636,other,39,4.352319975,-1.340719785,-0.011725206
3260,male,19,5.848499378,0.6042832,-0.209283397
2148,female,45,4.823568282,0.354873648,-0.715027229
6779,male,20,5.26810522,-0.019957398,0.471468448
7760,other,35,5.769856616,0.668252041,0.103806281
4371,female,19,5.962868505,1.343493784,0.430383288
4442,male,22,8.723568567,1.957581473,2.38027981
9366,male,23,5.867181136,1.144347539,-0.35436972
8530,female,30,4.83411075,0.145400241,-1.496836065
7742,male,45,3.446428829,-1.187642889,-0.344528714
3636,female,46,5.677389769,-0.232595604,-0.510316434
4444,female,33,5.466631644,-0.330380485,0.198254353
5994,male,45,5.201495517,0.108325993,0.206323837
7044,male,26,4.934205027,-0.159935345,0.465968041
4283,female,26,8.610583553,2.459630525,3.101420271
1896,female,31,8.116549526,1.220003533,1.934962963
4092,female,49,1.915660324,-2.459269142,-1.768242989
8004,male,39,5.85050852,0.5458035,-0.478808123
3467,other,22,8.180884276,2.110489138,1.948749817
9706,male,19,4.717523663,0.103561604,-0.205854318
3369,female,36,5.087960913,0.219526384,-0.64044569
2568,female,49,7.817256196,0.929251802,1.566007462
5368,female,51,3.49683256,-0.942726477,-0.090687712
5347,male,30,8.058107596,1.127702045,1.163980827
3483,male,31,6.413008489,0.581679152,1.110461831
5366,female,35,7.328706995,0.871846322,1.541489689
9371,other,20,5.652111126,0.828770498,0.215327388
6473,male,38,5.666661106,0.637020121,0.713136029
4293,other,52,4.39285814,0.524034275,-0.840932599
2067,female,44,5.315302372,0.491292563,0.265376095
9724,female,23,5.308480619,-1.097574901,0.685250373
5859,male,23,4.163232988,-0.726394011,0.083330083
5151,male,36,6.9505256,0.948295235,0.283662901
7290,other,33,5.025219954,-0.599570031,-0.155605253
7607,male,46,4.94129364,0.129764292,-0.003894274
3377,female,20,5.953476812,-0.477990924,0.875780959
8192,other,44,6.601780609,0.078991149,0.832122296
6990,male,37,4.134951959,-0.977832467,-1.084897817
8031,male,25,7.770634519,2.029700933,1.654141365
8846,other,49,3.798651761,-0.566881615,-1.034578298
9377,male,48,3.942058011,-0.602225563,-0.964975401
2114,female,32,4.902121661,-0.049222144,-0.637141765
3758,female,26,5.426894088,-1.122295843,0.894205064
4450,male,42,4.264487716,-0.216928634,-0.35159092
8016,female,39,4.416233635,-0.58363584,-1.332164733
1788,male,52,3.369504641,-1.066578869,-1.008898564
2360,male,52,4.665599983,-1.222742502,0.372417535
8837,male,35,3.333156682,-2.328527121,-0.559295073
3847,female,40,5.155375858,0.01128673,-0.502870097
1430,female,49,5.559634899,0.179556457,-0.412514725
2096,other,29,6.181488994,1.413847505,0.593217345
7068,female,49,1.326254236,-2.192808476,-2.298694681
6400,male,24,5.089904585,-0.249163822,0.275968881
4188,male,32,6.400028084,0.672499433,1.447436386
9443,female,28,5.108659496,-0.054174633,0.18664105
3215,male,35,3.785627869,-0.535036091,-0.859355405
2736,female,18,6.221246881,0.594356858,-0.918903681
2692,male,45,4.885409053,-1.187362858,0.766957777
2363,female,47,5.669098527,0.285758742,-0.10989548
4080,male,21,5.18251031,-0.131381037,-0.393650527
1971,male,43,4.699563271,-0.172700331,-0.190249805
6236,other,20,7.125238325,0.176653505,1.475969692
8775,female,28,6.681088364,0.747870561,1.912239354
8105,male,25,9.144312561,1.376827732,2.313692756
2933,other,27,6.590051281,-0.279237976,0.981582003
1850,female,35,4.512724237,-1.690719009,-0.733380531
3688,male,25,4.962501922,0.238810732,-1.854718395
4952,other,49,6.305331932,1.285615244,0.019980119
4906,male,52,5.739256447,-0.247424426,0.654446143
5607,female,22,5.161449541,-0.102454509,0.377420704
8014,male,49,5.524639127,0.695165067,-2.095769129
2993,male,48,4.993001239,-0.156758229,0.124240802
2442,female,37,8.373661423,2.094789174,1.598317357
6298,male,21,5.680563772,0.063207568,0.409818921
9819,female,44,4.485642966,0.042275041,-0.420080776
5822,male,48,2.535814051,-1.780674058,-1.898381638
9393,other,29,6.393720031,0.261754934,0.096448979
4324,male,28,4.052122453,-0.888758467,-1.383308891
2146,male,48,4.138445036,0.597233948,-1.653534656
7694,female,29,5.542904665,-0.127645076,0.078012989
3723,female,36,4.28553181,-0.12102206,-0.461112944
1932,male,47,5.16516563,0.368279453,-0.302840406
4349,male,51,3.724924672,-1.028249081,-0.690113038
6653,male,36,5.088716684,-0.134050787,0.083347656
9115,other,51,5.040914815,0.401431775,-0.319844781
9649,male,24,4.308305521,-0.490559213,-0.350473898
2710,female,36,3.121535199,-1.612706896,-0.951737698
9638,female,48,6.290866861,0.429839142,0.146557024
7682,female,43,4.654770336,-0.628381728,-0.719929182
6377,male,24,6.155037836,0.035229313,1.402328376
9339,male,23,5.019415961,-0.81651109,0.651536236
6071,female,49,3.392749138,-1.023556425,-0.992364522
3471,male,34,5.647339154,0.326416887,1.278686206
8043,other,41,5.667461631,0.190613088,0.519527449
6355,female,38,6.894807537,0.6985524,0.783757518
8355,female,35,3.67559695,-1.414916845,-0.616321345
6070,female,39,6.253033076,0.690086574,0.273885947
2116,other,21,5.940371158,1.09250602,0.68579578
2625,other,33,7.027754789,0.814681754,0.297739458
2556,other,52,5.034385925,-0.394632512,-0.119299439
1470,male,38,5.726733639,0.20095377,-0.535326563
3564,female,34,4.724109915,-0.484642986,-0.296235501
3803,female,45,6.78690412,1.305965574,1.088194683
6414,male,44,5.524300868,-0.327766158,-0.24526558
7262,female,18,8.12117717,0.557896264,2.551847654
8192,other,50,2.744697242,-0.503903217,-2.892976248
5311,male,35,5.221621491,0.195032151,-0.053771127
9499,female,26,6.798179931,1.176636982,-0.365087427
2823,female,48,5.799508498,-0.147837303,0.635565207
1470,female,26,6.247301611,0.170812884,0.581951044
6928,female,44,4.425098731,-0.68912247,-1.149832951
4313,female,19,4.911088369,0.106492741,0.056164821
5477,male,26,5.135913893,0.686183667,0.320175986
9090,male,23,6.917437023,0.361507924,1.785837128
8125,female,29,6.69385576,-0.38416319,0.694302561
1849,male,39,5.199979129,-0.362149422,0.19262137
8717,male,33,5.842651108,0.407517144,-0.259007611
5844,male,46,5.335666554,-0.026474244,-0.138140398
7354,other,46,5.141289579,-0.101625504,0.004720045
2247,male,25,7.283196723,0.296727618,0.067123459
6886,male,36,5.401555183,0.239302614,-0.542722958
3982,male,41,7.021167399,1.331818186,0.182055677
2928,male,47,4.169748367,-1.694878682,0.545407883
3641,other,40,5.350619909,0.964227971,0.301109103
6456,female,41,2.038728511,-1.591675732,-2.095842907
2921,male,34,8.873015195,2.380033837,1.836013237
3245,female,28,6.771065831,0.94032555,1.027701596
